level,id,name,group_or_parent,suggested_iso_area,Daily Checklist,Weekly Checklist,Monthly Checklist,Quarterly Checklist,Half-Yearly Evaluation,Annual Evaluation
Designation,280,Carton Supervisor,Finishing & Packing,,,,,,,
Designation,281,Carton Checker,Finishing & Packing,,,,,,,
Designation,282,Finished Goods Supervisor,Finishing & Packing,,,,,,,
Designation,283,Quality Director,Quality,,,,,,,
Designation,284,QA Manager,Quality,,,,,,,
Designation,285,QA Supervisor,Quality,,,,,,,
Designation,286,Quality Manager,Quality,,,,,,,
Designation,287,Quality In-charge,Quality,,,,,,,
Designation,288,Quality Supervisor,Quality,,,,,,,
Designation,289,Senior Quality Supervisor,Quality,,,,,,,
Designation,290,Quality Inspector,Quality,,,,,,,
Designation,291,Senior Quality Inspector,Quality,,,,,,,
Designation,292,Junior Quality Inspector,Quality,,,,,,,
Designation,293,Inline Inspector,Quality,,,,,,,
Designation,294,End Line Inspector,Quality,,,,,,,
Designation,295,Final Inspector,Quality,,,,,,,
Designation,296,Fabric Inspector,Quality,,,,,,,
Designation,297,Cutting Quality Inspector,Quality,,,,,,,
Designation,298,Sewing Quality Inspector,Quality,,,,,,,
Designation,299,Finishing Quality Inspector,Quality,,,,,,,
Designation,300,Packing Quality Inspector,Quality,,,,,,,
Designation,301,QA Auditor,Quality,,,,,,,
Designation,302,Quality Auditor,Quality,,,,,,,
Designation,303,QI,Quality,,,,,,,
Designation,304,Senior QI,Quality,,,,,,,
Designation,305,GPQ,Quality,,,,,,,
Designation,306,Senior GPQ,Quality,,,,,,,
Designation,307,Product Safety Officer,Quality,,,,,,,
Designation,308,Needle Control Officer,Quality,,,,,,,
Designation,309,Traceability Officer,Quality,,,,,,,
Designation,310,Customer Complaint Officer,Quality,,,,,,,
Designation,311,Laboratory Manager,Lab / Testing / Calibration,,,,,,,
Designation,312,Lab Manager,Lab / Testing / Calibration,,,,,,,
Designation,313,Lab Officer,Lab / Testing / Calibration,,,,,,,
Designation,314,Lab Technician,Lab / Testing / Calibration,,,,,,,
Designation,315,Senior Lab Technician,Lab / Testing / Calibration,,,,,,,
Designation,316,Junior Lab Technician,Lab / Testing / Calibration,,,,,,,
Designation,317,Testing Officer,Lab / Testing / Calibration,,,,,,,
Designation,318,Testing Technician,Lab / Testing / Calibration,,,,,,,
Designation,319,Calibration Officer,Lab / Testing / Calibration,,,,,,,
Designation,320,Calibration Technician,Lab / Testing / Calibration,,,,,,,
Designation,321,Engineering Manager,Engineering / Maintenance / Utility,,,,,,,
Designation,322,Maintenance Manager,Engineering / Maintenance / Utility,,,,,,,
Designation,323,Maintenance In-charge,Engineering / Maintenance / Utility,,,,,,,
Designation,324,Maintenance Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,325,Mechanical Engineer,Engineering / Maintenance / Utility,,,,,,,
Designation,326,Mechanical Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,327,Mechanic In-charge,Engineering / Maintenance / Utility,,,,,,,
Designation,328,Senior Mechanic,Engineering / Maintenance / Utility,,,,,,,
Designation,329,Mechanic,Engineering / Maintenance / Utility,,,,,,,
Designation,330,Junior Mechanic,Engineering / Maintenance / Utility,,,,,,,
Designation,331,Machine Technician,Engineering / Maintenance / Utility,,,,,,,
Designation,332,Senior Machine Technician,Engineering / Maintenance / Utility,,,,,,,
Designation,333,Junior Machine Technician,Engineering / Maintenance / Utility,,,,,,,
Designation,334,Electrical Manager,Engineering / Maintenance / Utility,,,,,,,
Designation,335,Electrical Engineer,Engineering / Maintenance / Utility,,,,,,,
Designation,336,Electrical Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,337,Electric In-charge,Engineering / Maintenance / Utility,,,,,,,
Designation,338,Electric Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,339,Electric Technician,Engineering / Maintenance / Utility,,,,,,,
Designation,340,General Electrician,Engineering / Maintenance / Utility,,,,,,,
Designation,341,Senior Electrician,Engineering / Maintenance / Utility,,,,,,,
Designation,342,Junior Electrician,Engineering / Maintenance / Utility,,,,,,,
Designation,343,Generator Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,344,Generator Operator,Engineering / Maintenance / Utility,,,,,,,
Designation,345,Boiler Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,346,Boiler Operator,Engineering / Maintenance / Utility,,,,,,,
Designation,347,Compressor Operator,Engineering / Maintenance / Utility,,,,,,,
Designation,348,HVAC Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,349,HVAC Technician,Engineering / Maintenance / Utility,,,,,,,
Designation,350,AC Technician,Engineering / Maintenance / Utility,,,,,,,
Designation,351,Plumber,Engineering / Maintenance / Utility,,,,,,,
Designation,352,Welder,Engineering / Maintenance / Utility,,,,,,,
Designation,353,Civil Engineer,Engineering / Maintenance / Utility,,,,,,,
Designation,354,Civil Supervisor,Engineering / Maintenance / Utility,,,,,,,
Designation,355,HSE Manager,HSE / Environment / Chemical / Fire,,,,,,,
Designation,356,HSE Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,357,Senior HSE Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,358,Safety Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,359,Safety Executive,HSE / Environment / Chemical / Fire,,,,,,,
Designation,360,Environmental Manager,HSE / Environment / Chemical / Fire,,,,,,,
Designation,361,Environmental Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,362,Sustainability Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,363,Waste Management Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,364,Chemical Management Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,365,Chemical Safety Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,366,Fire Safety Manager,HSE / Environment / Chemical / Fire,,,,,,,
Designation,367,Fire Safety Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,368,Fireman,HSE / Environment / Chemical / Fire,,,,,,,
Designation,369,Emergency Response Coordinator,HSE / Environment / Chemical / Fire,,,,,,,
Designation,370,Emergency Response Team,HSE / Environment / Chemical / Fire,,,,,,,
Designation,371,PPE Officer,HSE / Environment / Chemical / Fire,,,,,,,
Designation,372,Safety Inspector,HSE / Environment / Chemical / Fire,,,,,,,
Designation,373,Medical Manager,Medical,,,,,,,
Designation,374,Medical Officer,Medical,,,,,,,
Designation,375,Senior Medical Officer,Medical,,,,,,,
Designation,376,Medical Assistant,Medical,,,,,,,
Designation,377,Medical Asst.,Medical,,,,,,,
Designation,378,Nurse,Medical,,,,,,,
Designation,379,First Aid Officer,Medical,,,,,,,
Designation,380,Occupational Health Officer,Medical,,,,,,,
Designation,381,Store Manager,Store / Inventory / Logistics,,,,,,,
Designation,382,Store In-charge,Store / Inventory / Logistics,,,,,,,
Designation,383,Store Supervisor,Store / Inventory / Logistics,,,,,,,
Designation,384,Senior Store Keeper,Store / Inventory / Logistics,,,,,,,
Designation,385,Store Keeper,Store / Inventory / Logistics,,,,,,,
Designation,386,Store Assistant,Store / Inventory / Logistics,,,,,,,
Designation,387,Inventory Manager,Store / Inventory / Logistics,,,,,,,
Designation,388,Inventory Officer,Store / Inventory / Logistics,,,,,,,
Designation,389,Inventory Controller,Store / Inventory / Logistics,,,,,,,
Designation,390,Warehouse Manager,Store / Inventory / Logistics,,,,,,,
Designation,391,Warehouse Supervisor,Store / Inventory / Logistics,,,,,,,
Designation,392,Warehouse Officer,Store / Inventory / Logistics,,,,,,,
Designation,393,Warehouse Assistant,Store / Inventory / Logistics,,,,,,,
Designation,394,Receiving Officer,Store / Inventory / Logistics,,,,,,,
Designation,395,Receiving Assistant,Store / Inventory / Logistics,,,,,,,
Designation,396,GRN Officer,Store / Inventory / Logistics,,,,,,,
Designation,397,Issue Man,Store / Inventory / Logistics,,,,,,,
Designation,398,Assistant Issue Man,Store / Inventory / Logistics,,,,,,,
Designation,399,Stock Controller,Store / Inventory / Logistics,,,,,,,
Designation,400,Stock Auditor,Store / Inventory / Logistics,,,,,,,
Designation,401,Finished Goods Store Keeper,Store / Inventory / Logistics,,,,,,,
Designation,402,Logistics Manager,Store / Inventory / Logistics,,,,,,,
Designation,403,Logistics Officer,Store / Inventory / Logistics,,,,,,,
Designation,404,Logistics Coordinator,Store / Inventory / Logistics,,,,,,,
Designation,405,Dispatch Officer,Store / Inventory / Logistics,,,,,,,
Designation,406,Transport Officer,Store / Inventory / Logistics,,,,,,,
Designation,407,Loader Supervisor,Store / Inventory / Logistics,,,,,,,
Designation,408,Loader,Store / Inventory / Logistics,,,,,,,
Designation,409,CFO,Accounts / Commercial,,,,,,,
Designation,410,Finance Manager,Accounts / Commercial,,,,,,,
Designation,411,Accounts Manager,Accounts / Commercial,,,,,,,
Designation,412,Senior Accounts Officer,Accounts / Commercial,,,,,,,
Designation,413,Accounts Officer,Accounts / Commercial,,,,,,,
Designation,414,Junior Accounts Officer,Accounts / Commercial,,,,,,,
Designation,415,Accounts Executive,Accounts / Commercial,,,,,,,
Designation,416,Cost Accountant,Accounts / Commercial,,,,,,,
Designation,417,Cost Control Officer,Accounts / Commercial,,,,,,,
Designation,418,Budget Officer,Accounts / Commercial,,,,,,,
Designation,419,Payroll Officer,Accounts / Commercial,,,,,,,
Designation,420,Payroll Executive,Accounts / Commercial,,,,,,,
Designation,421,Cashier,Accounts / Commercial,,,,,,,
Designation,422,Accounts Assistant,Accounts / Commercial,,,,,,,
Designation,423,Commercial Manager,Accounts / Commercial,,,,,,,
Designation,424,Senior Commercial Officer,Accounts / Commercial,,,,,,,
Designation,425,Commercial Officer,Accounts / Commercial,,,,,,,
Designation,426,Commercial Executive,Accounts / Commercial,,,,,,,
Designation,427,Export Manager,Accounts / Commercial,,,,,,,
Designation,428,Export Officer,Accounts / Commercial,,,,,,,
Designation,429,Import Manager,Accounts / Commercial,,,,,,,
Designation,430,Import Officer,Accounts / Commercial,,,,,,,
Designation,431,Shipping Officer,Accounts / Commercial,,,,,,,
Designation,432,Shipping Executive,Accounts / Commercial,,,,,,,
Designation,433,Documentation Officer,Accounts / Commercial,,,,,,,
Designation,434,Customs Coordinator,Accounts / Commercial,,,,,,,
Designation,435,Bond Officer,Accounts / Commercial,,,,,,,
Designation,436,IT Director,IT / Security / MIS,,,,,,,
Designation,437,IT Manager,IT / Security / MIS,,,,,,,
Designation,438,System Administrator,IT / Security / MIS,,,,,,,
Designation,439,Senior System Administrator,IT / Security / MIS,,,,,,,
Designation,440,Network Administrator,IT / Security / MIS,,,,,,,
Designation,441,Database Administrator,IT / Security / MIS,,,,,,,
Designation,442,Information Security Manager,IT / Security / MIS,,,,,,,
Designation,443,Information Security Officer,IT / Security / MIS,,,,,,,
Designation,444,Cybersecurity Officer,IT / Security / MIS,,,,,,,
Designation,445,IT Support Manager,IT / Security / MIS,,,,,,,
Designation,446,IT Support Officer,IT / Security / MIS,,,,,,,
Designation,447,IT Support Executive,IT / Security / MIS,,,,,,,
Designation,448,Software Engineer,IT / Security / MIS,,,,,,,
Designation,449,Full Stack Developer,IT / Security / MIS,,,,,,,
Designation,450,Frontend Developer,IT / Security / MIS,,,,,,,
Designation,451,Backend Developer,IT / Security / MIS,,,,,,,
Designation,452,Mobile App Developer,IT / Security / MIS,,,,,,,
Designation,453,Data Engineer,IT / Security / MIS,,,,,,,
Designation,454,Data Entry Operator,IT / Security / MIS,,,,,,,
Designation,455,System Operator,IT / Security / MIS,,,,,,,
Designation,456,MIS Manager,IT / Security / MIS,,,,,,,
Designation,457,MIS Officer,IT / Security / MIS,,,,,,,
Designation,458,BI Analyst,IT / Security / MIS,,,,,,,
Designation,459,Data Analyst,IT / Security / MIS,,,,,,,
Designation,460,KPI Analyst,IT / Security / MIS,,,,,,,
Designation,461,Security Manager,IT / Security / MIS,,,,,,,
Designation,462,Security Supervisor,IT / Security / MIS,,,,,,,
Designation,463,Security Officer,IT / Security / MIS,,,,,,,
Designation,464,Security Guard,IT / Security / MIS,,,,,,,
Designation,465,Junior Security Guard,IT / Security / MIS,,,,,,,
Designation,466,CCTV Operator,IT / Security / MIS,,,,,,,
Designation,467,Access Control Officer,IT / Security / MIS,,,,,,,
Designation,468,IMS Manager,Audit / Risk / IMS / Document,,,,,,,
Designation,469,IMS Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,470,ISO Coordinator,Audit / Risk / IMS / Document,,,,,,,
Designation,471,Document Controller,Audit / Risk / IMS / Document,,,,,,,
Designation,472,Document Control Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,473,Records Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,474,Internal Audit Manager,Audit / Risk / IMS / Document,,,,,,,
Designation,475,Lead Auditor,Audit / Risk / IMS / Document,,,,,,,
Designation,476,Internal Auditor,Audit / Risk / IMS / Document,,,,,,,
Designation,477,Audit Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,478,Buyer Audit Coordinator,Audit / Risk / IMS / Document,,,,,,,
Designation,479,External Audit Coordinator,Audit / Risk / IMS / Document,,,,,,,
Designation,480,Risk Manager,Audit / Risk / IMS / Document,,,,,,,
Designation,481,Risk Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,482,Risk Analyst,Audit / Risk / IMS / Document,,,,,,,
Designation,483,CAPA Coordinator,Audit / Risk / IMS / Document,,,,,,,
Designation,484,Continual Improvement Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,485,Business Continuity Manager,Audit / Risk / IMS / Document,,,,,,,
Designation,486,Business Continuity Officer,Audit / Risk / IMS / Document,,,,,,,
Designation,487,Crisis Management Coordinator,Audit / Risk / IMS / Document,,,,,,,
Designation,488,Driver,Support / Other,,,,,,,
Designation,489,Senior Driver,Support / Other,,,,,,,
Designation,490,Junior Driver,Support / Other,,,,,,,
Designation,491,Lift Operator,Support / Other,,,,,,,
Designation,492,Cleaner,Support / Other,,,,,,,
Designation,493,Cleaner Supervisor,Support / Other,,,,,,,
Designation,494,Sweeper,Support / Other,,,,,,,
Designation,495,Cook,Support / Other,,,,,,,
Designation,496,Canteen Supervisor,Support / Other,,,,,,,
Designation,497,Canteen Boy,Support / Other,,,,,,,
Designation,498,Loader,Support / Other,,,,,,,
Designation,499,Technical In-charge,Support / Other,,,,,,,
Designation,500,Technical Supervisor,Support / Other,,,,,,,
Designation,501,Technical Officer,Support / Other,,,,,,,
Designation,502,Telephone Operator,Support / Other,,,,,,,
Designation,503,Messenger,Support / Other,,,,,,,
Designation,504,Peon,Support / Other,,,,,,,
Designation,505,Folder,Support / Other,,,,,,,
Designation,506,Folding Supervisor,Support / Other,,,,,,,
Designation,507,Asst. Bundle Man,Support / Other,,,,,,,
Designation,508,Asst. Cutter,Support / Other,,,,,,,
Designation,509,Asst. Electrician,Support / Other,,,,,,,
Designation,510,Asst. Mechanic,Support / Other,,,,,,,
Designation,511,Asst. Incharge,Support / Other,,,,,,,
Designation,512,Asst. Issue Man,Support / Other,,,,,,,
Designation,513,Asst. Lay Man,Support / Other,,,,,,,
Designation,514,Asst. Manager,Support / Other,,,,,,,
Designation,515,Asst. Merchandiser,Support / Other,,,,,,,
Designation,516,Asst. Officer,Support / Other,,,,,,,
Designation,517,Asst. Printer,Support / Other,,,,,,,
Designation,518,Asst. Production Manager,Support / Other,,,,,,,
Designation,519,Asst. Quality Incharge,Support / Other,,,,,,,
Designation,520,Asst. Receive Man,Support / Other,,,,,,,
Designation,521,Asst. Relax Man,Support / Other,,,,,,,
Designation,522,Asst. Scissor Man,Support / Other,,,,,,,
Designation,523,Asst. Supervisor,Support / Other,,,,,,,
Designation,524,Asst. Executive,Support / Other,,,,,,,
Designation,525,Asst. Mechanic Incharge,Support / Other,,,,,,,
Designation,526,Jr. Reporter,Support / Other,,,,,,,
Designation,527,Jr. Receive Man,Support / Other,,,,,,,
Designation,528,Jr. S.M.O B/T,Support / Other,,,,,,,
Designation,529,Jr. S.M.O F/D,Support / Other,,,,,,,
Designation,530,Jr. S.M.O F/L,Support / Other,,,,,,,
Designation,531,Jr. S.M.O O/L,Support / Other,,,,,,,
Designation,532,Jr. S.M.O P/M,Support / Other,,,,,,,
Designation,533,Jr. S.M.O Z/Z,Support / Other,,,,,,,
Designation,534,Jr. T.S.M.O,Support / Other,,,,,,,
Designation,535,Jr. Computer Operator,Support / Other,,,,,,,
Designation,536,Jr. E.C.O,Support / Other,,,,,,,
Designation,537,Jr. Executive,Support / Other,,,,,,,
Designation,538,Jr. Lady Guard,Support / Other,,,,,,,
Designation,539,Jr. Needle Man,Support / Other,,,,,,,
Designation,540,Jr. Plumber,Support / Other,,,,,,,
Designation,541,Jr. Poly Man,Support / Other,,,,,,,
Designation,542,Jr. Print Delivery Man,Support / Other,,,,,,,
Designation,543,Jr. Relax Man,Support / Other,,,,,,,
Designation,544,Jr. Scissor Man,Support / Other,,,,,,,
Designation,545,Jr. Spotman,Support / Other,,,,,,,
Designation,546,Jr. Sticker Man,Support / Other,,,,,,,
Designation,547,Jr. Tag Man,Support / Other,,,,,,,
Designation,548,Jr. Writer Man,Support / Other,,,,,,,
Designation,549,Sr. Cutter Man,Support / Other,,,,,,,
Designation,550,Sr. Receive Supervisor,Support / Other,,,,,,,
Designation,551,Sr. Receive Man,Support / Other,,,,,,,
Designation,552,Sr. Sample Man,Support / Other,,,,,,,
Designation,553,Sr. Sewing Supervisor,Support / Other,,,,,,,
Designation,554,Sr. G.P.Q,Support / Other,,,,,,,
Designation,555,Sr. Q.I,Support / Other,,,,,,,
Designation,556,Sr. Spotman,Support / Other,,,,,,,
Designation,557,Sr. Iron Supervisor,Support / Other,,,,,,,
Designation,558,Sr. Quality Supervisor,Support / Other,,,,,,,
Designation,559,S.S.M.O B/T,Support / Other,,,,,,,
Designation,560,S.S.M.O F/D,Support / Other,,,,,,,
Designation,561,S.S.M.O F/L,Support / Other,,,,,,,
Designation,562,S.S.M.O O/L,Support / Other,,,,,,,
Designation,563,S.S.M.O P/M,Support / Other,,,,,,,
Designation,564,S.S.M.O Z/Z,Support / Other,,,,,,,
